Estimated
13.227930863266627
12.85619454439654
12.848952154674793
12.787795975968582
12.802132477682633
12.769917440312415
12.774984174523716
12.824195830438113
12.82481797944289
12.843981213205721
12.866064115027195
12.782488503022908
12.915840044256758
12.93859366071349
12.85125018628003
12.780675495368284
12.931819716341986
12.767593430186055
12.783424289054576
12.852943064051917
