Estimated
7.024898293314214
6.9617716439976896
6.962653075738122
6.969041450725626
6.962848823016272
6.99865491908951
6.981792427065234
6.978548636401496
6.986830456184365
6.960375267490878
6.998774369871734
6.9817603434909845
6.962579696897561
6.962890873015116
