Estimated
12.342310240462359
12.448471683950826
12.340589640383644
12.300210651400734
12.424717253905525
12.448793857434886
12.269643815920949
12.425289247555074
12.309144660164783
12.312842221817455
12.388035034981682
12.3885685250233
12.392882702902721
12.277121665175363
12.273064291392316
12.311252622966654
12.355905928549426
12.412501426433014
12.439771460082362
12.36514799014144
