Estimated
9.13673374953149
9.108562953785622
9.097890487255409
9.093422635752267
9.112554605591626
9.104822669912933
9.093128030304861
9.094919586008723
9.203968026598565
9.125602359847328
9.123260211589225
9.153681326961117
9.147588183806075
9.120538243299906
9.109207447615674
9.151562744522327
9.113291733587001
9.090488156717225
9.096861836536165
9.102997024977254
