n,theta_true_value,jl_RMSE,mirt_RMSE,mirt_EHW_RMSE,jl_BIAS,mirt_BIAS,mirt_EHW_BIAS
20,-1.5234605641277472,2.5566139812508197,2.261404242772687,1.5234605641277472,2.5566139812508197,2.261404242772687,1.5234605641277472
21,-1.5234605641277472,1.42090560627132,1.3587440602383425,1.5234605641277472,1.42090560627132,1.3587440602383425,1.5234605641277472
22,-1.5234605641277472,1.0873115848590549,2.543524591785382,1.5234605641277472,1.0873115848590549,2.543524591785382,1.5234605641277472
23,-1.5234605641277472,1.8419067818221209,0.23214107342510748,1.5234605641277472,1.8419067818221209,0.23214107342510748,1.5234605641277472
24,-1.5234605641277472,1.129473642184402,2.02573046555,1.5234605641277472,1.129473642184402,2.02573046555,1.5234605641277472
25,-1.5234605641277472,0.8394757044922286,0.48859569823859106,1.5234605641277472,0.8394757044922286,0.48859569823859106,1.5234605641277472
26,-1.5234605641277472,0.924313095485551,1.32589962097158,1.5234605641277472,0.924313095485551,1.32589962097158,1.5234605641277472
27,-1.5234605641277472,1.9229781769604644,2.585658073358099,1.5234605641277472,1.9229781769604644,2.585658073358099,1.5234605641277472
28,-1.5234605641277472,1.2118223266716768,1.4368293187482746,1.5234605641277472,1.2118223266716768,1.4368293187482746,1.5234605641277472
29,-1.5234605641277472,1.8746113695586,2.8556364558036726,1.5234605641277472,1.8746113695586,2.8556364558036726,1.5234605641277472
30,-1.5234605641277472,1.8890702970834572,1.0776705854463016,1.5234605641277472,1.8890702970834572,1.0776705854463016,1.5234605641277472
31,-1.5234605641277472,2.3005606602873323,0.9511727096220132,1.5234605641277472,2.3005606602873323,0.9511727096220132,1.5234605641277472
32,-1.5234605641277472,1.3287020780237966,0.7551253952652475,1.5234605641277472,1.3287020780237966,0.7551253952652475,1.5234605641277472
33,-1.5234605641277472,0.7691182517772426,1.6809283330805118,1.5234605641277472,0.7691182517772426,1.6809283330805118,1.5234605641277472
34,-1.5234605641277472,0.6401167789671796,2.1501003040150324,1.5234605641277472,0.6401167789671796,2.1501003040150324,1.5234605641277472
35,0.06074064168911506,1.2000575737190962,1.4744785794334827,0.06074064168911506,1.2000575737190962,1.4744785794334827,-0.06074064168911506
36,0.06074064168911506,0.7837575387683263,0.4669575593900642,0.06074064168911506,-0.7837575387683263,-0.4669575593900642,-0.06074064168911506
37,0.06074064168911506,0.8825696705334644,0.3099656647113201,0.06074064168911506,0.8825696705334644,0.3099656647113201,-0.06074064168911506
38,0.06074064168911506,1.7054497053349038,1.611999647916815,0.06074064168911506,-1.7054497053349038,-1.611999647916815,-0.06074064168911506
39,0.06074064168911506,0.2625309966953358,0.7406546124345135,0.06074064168911506,0.2625309966953358,-0.7406546124345135,-0.06074064168911506
40,0.06074064168911506,0.4454505109427536,0.4431039120323505,0.06074064168911506,-0.4454505109427536,-0.4431039120323505,-0.06074064168911506
41,0.06074064168911506,0.14387299952004226,2.2759563830440457,0.06074064168911506,0.14387299952004226,-2.2759563830440457,-0.06074064168911506
42,0.06074064168911506,0.46379719599579117,0.7305332787059338,0.06074064168911506,-0.46379719599579117,0.7305332787059338,-0.06074064168911506
43,0.06074064168911506,0.3959154558709152,0.9416231758333437,0.06074064168911506,-0.3959154558709152,0.9416231758333437,-0.06074064168911506
44,0.06074064168911506,0.25221442831747354,1.7976866353345486,0.06074064168911506,-0.25221442831747354,1.7976866353345486,-0.06074064168911506
45,0.06074064168911506,0.8477721114143438,1.680506014083322,0.06074064168911506,-0.8477721114143438,-1.680506014083322,-0.06074064168911506
46,0.06074064168911506,0.3109672750880532,0.32776250321718037,0.06074064168911506,0.3109672750880532,-0.32776250321718037,-0.06074064168911506
47,0.06074064168911506,2.4092829666493416,0.4491832529267745,0.06074064168911506,-2.4092829666493416,0.4491832529267745,-0.06074064168911506
48,0.06074064168911506,1.9093219400622699,0.04833785017893134,0.06074064168911506,-1.9093219400622699,0.04833785017893134,-0.06074064168911506
49,0.06074064168911506,0.10832753555082268,0.9448941903852316,0.06074064168911506,-0.10832753555082268,0.9448941903852316,-0.06074064168911506
50,0.06074064168911506,0.39371746133873553,0.9669832522378417,0.06074064168911506,-0.39371746133873553,-0.9669832522378417,-0.06074064168911506
51,0.06074064168911506,0.0051735674650740734,2.4435350228527914,0.06074064168911506,-0.0051735674650740734,2.4435350228527914,-0.06074064168911506
52,0.06074064168911506,0.4539803225732921,0.3537556584615374,0.06074064168911506,-0.4539803225732921,0.3537556584615374,-0.06074064168911506
53,0.06074064168911506,0.9981046899319109,0.04179011880128015,0.06074064168911506,0.9981046899319109,-0.04179011880128015,-0.06074064168911506
54,0.06074064168911506,0.9516087154113811,0.5661765767945475,0.06074064168911506,-0.9516087154113811,0.5661765767945475,-0.06074064168911506
55,0.06074064168911506,0.06081121929068343,1.3488995935121062,0.06074064168911506,0.06081121929068343,1.3488995935121062,-0.06074064168911506
56,0.06074064168911506,0.3231162305157167,2.23550851551179,0.06074064168911506,-0.3231162305157167,-2.23550851551179,-0.06074064168911506
57,0.06074064168911506,0.5780962151524469,0.07712256223278721,0.06074064168911506,-0.5780962151524469,-0.07712256223278721,-0.06074064168911506
58,0.06074064168911506,1.00214866485997,2.7700451530392964,0.06074064168911506,1.00214866485997,-2.7700451530392964,-0.06074064168911506
59,0.06074064168911506,0.5349044174960897,0.8466451758961538,0.06074064168911506,-0.5349044174960897,0.8466451758961538,-0.06074064168911506
60,0.06074064168911506,0.2731283186030219,1.6981827788908594,0.06074064168911506,-0.2731283186030219,-1.6981827788908594,-0.06074064168911506
61,0.06074064168911506,0.06710159183565648,0.5529510418754948,0.06074064168911506,0.06710159183565648,0.5529510418754948,-0.06074064168911506
62,0.06074064168911506,1.19311828854563,1.6217533104037494,0.06074064168911506,1.19311828854563,1.6217533104037494,-0.06074064168911506
63,0.06074064168911506,0.6131537189093488,1.4822896722605998,0.06074064168911506,-0.6131537189093488,1.4822896722605998,-0.06074064168911506
64,0.06074064168911506,0.4544053637908847,0.672325601991886,0.06074064168911506,-0.4544053637908847,0.672325601991886,-0.06074064168911506
65,0.06074064168911506,0.26843482118807727,0.9795719032357738,0.06074064168911506,-0.26843482118807727,-0.9795719032357738,-0.06074064168911506
66,-0.29024035638346346,1.1899094951210547,1.0729042279761805,0.29024035638346346,1.1899094951210547,1.0729042279761805,0.29024035638346346
67,-0.29024035638346346,0.37697841172080454,1.1378312827831634,0.29024035638346346,0.37697841172080454,-1.1378312827831634,0.29024035638346346
68,-0.29024035638346346,0.35839552782806444,0.8507633632231679,0.29024035638346346,0.35839552782806444,-0.8507633632231679,0.29024035638346346
69,-0.29024035638346346,0.1423533442850264,0.18605067634661981,0.29024035638346346,0.1423533442850264,0.18605067634661981,0.29024035638346346
70,-0.29024035638346346,0.460897998134601,2.1920679203193716,0.29024035638346346,0.460897998134601,2.1920679203193716,0.29024035638346346
71,-0.29024035638346346,1.422674957467151,0.10845399891823343,0.29024035638346346,-1.422674957467151,0.10845399891823343,0.29024035638346346
72,-0.29024035638346346,0.38889690923801373,0.6980372423467426,0.29024035638346346,0.38889690923801373,0.6980372423467426,0.29024035638346346
73,-0.29024035638346346,0.040824944180940737,0.2910352307250633,0.29024035638346346,0.040824944180940737,-0.2910352307250633,0.29024035638346346
74,-0.29024035638346346,0.06363238544504612,1.5605642051378084,0.29024035638346346,0.06363238544504612,-1.5605642051378084,0.29024035638346346
75,-0.29024035638346346,0.21752546716165583,0.7616333655154326,0.29024035638346346,0.21752546716165583,0.7616333655154326,0.29024035638346346
76,-0.29024035638346346,0.6138773758671059,0.4427539834118246,0.29024035638346346,0.6138773758671059,0.4427539834118246,0.29024035638346346
77,-0.29024035638346346,0.46927675426303217,0.5694164064591154,0.29024035638346346,-0.46927675426303217,0.5694164064591154,0.29024035638346346
78,-0.29024035638346346,0.3040815272387726,0.7994034825808796,0.29024035638346346,-0.3040815272387726,-0.7994034825808796,0.29024035638346346
79,-0.29024035638346346,0.03239888236620653,1.5148955632409882,0.29024035638346346,-0.03239888236620653,1.5148955632409882,0.29024035638346346
80,-0.29024035638346346,1.1691667694352548,1.078851083327785,0.29024035638346346,-1.1691667694352548,-1.078851083327785,0.29024035638346346
81,-0.29024035638346346,1.4547398375677043,1.4470016094797773,0.29024035638346346,-1.4547398375677043,-1.4470016094797773,0.29024035638346346
82,-0.29024035638346346,0.2414011815855356,1.72184286551725,0.29024035638346346,0.2414011815855356,-1.72184286551725,0.29024035638346346
83,-0.29024035638346346,1.1598097697181826,0.12051828618915023,0.29024035638346346,-1.1598097697181826,-0.12051828618915023,0.29024035638346346
84,-0.29024035638346346,0.9202769149440462,0.7532901696104247,0.29024035638346346,-0.9202769149440462,0.7532901696104247,0.29024035638346346
85,-0.29024035638346346,0.782735188766104,0.5574525792157727,0.29024035638346346,0.782735188766104,-0.5574525792157727,0.29024035638346346
86,-0.29024035638346346,0.2930341908199222,0.6527774038381673,0.29024035638346346,0.2930341908199222,-0.6527774038381673,0.29024035638346346
87,-0.29024035638346346,0.80726683719183,2.489649173133243,0.29024035638346346,0.80726683719183,-2.489649173133243,0.29024035638346346
88,-0.29024035638346346,0.19409519649531257,1.5956987558549756,0.29024035638346346,0.19409519649531257,-1.5956987558549756,0.29024035638346346
89,-0.29024035638346346,0.28933196046482434,0.9893187352674195,0.29024035638346346,-0.28933196046482434,-0.9893187352674195,0.29024035638346346
90,-0.29024035638346346,0.04768524949099445,0.9435927982397241,0.29024035638346346,0.04768524949099445,0.9435927982397241,0.29024035638346346
91,-0.29024035638346346,0.4629378585110673,1.143142887889944,0.29024035638346346,-0.4629378585110673,-1.143142887889944,0.29024035638346346
92,-0.29024035638346346,0.8660580598484559,0.19089769144128066,0.29024035638346346,0.8660580598484559,0.19089769144128066,0.29024035638346346
93,-0.29024035638346346,1.599491676456956,1.6958545999343373,0.29024035638346346,1.599491676456956,1.6958545999343373,0.29024035638346346
94,-0.29024035638346346,1.7699207335421951,1.6110765565757363,0.29024035638346346,1.7699207335421951,-1.6110765565757363,0.29024035638346346
95,-0.29024035638346346,1.1872416733838138,1.2367760922464943,0.29024035638346346,1.1872416733838138,1.2367760922464943,0.29024035638346346
96,-0.29024035638346346,1.0988463080653363,2.7845677337749715,0.29024035638346346,-1.0988463080653363,2.7845677337749715,0.29024035638346346
97,-0.29024035638346346,0.6035138494655556,0.9652759539246841,0.29024035638346346,-0.6035138494655556,0.9652759539246841,0.29024035638346346
98,-0.29024035638346346,0.3835415867441784,0.2634972363018978,0.29024035638346346,0.3835415867441784,-0.2634972363018978,0.29024035638346346
99,-0.29024035638346346,0.6936255705580116,1.9497471531043107,0.29024035638346346,0.6936255705580116,1.9497471531043107,0.29024035638346346
100,-0.29024035638346346,0.4486939249233006,1.0125194093962595,0.29024035638346346,-0.4486939249233006,1.0125194093962595,0.29024035638346346
101,-0.29024035638346346,0.15638732475529799,0.5854223074017403,0.29024035638346346,-0.15638732475529799,-0.5854223074017403,0.29024035638346346
102,-0.29024035638346346,0.2611631939410939,1.8866535748822777,0.29024035638346346,-0.2611631939410939,1.8866535748822777,0.29024035638346346
103,-0.29024035638346346,0.4701480059981928,0.0131774654052349,0.29024035638346346,0.4701480059981928,-0.0131774654052349,0.29024035638346346
104,-0.29024035638346346,0.05424335017976856,0.19928334657895355,0.29024035638346346,-0.05424335017976856,0.19928334657895355,0.29024035638346346
105,-0.29024035638346346,0.6462773894718304,0.46181023718884184,0.29024035638346346,-0.6462773894718304,-0.46181023718884184,0.29024035638346346
106,-0.29024035638346346,0.5171888064661353,0.10057299274136583,0.29024035638346346,-0.5171888064661353,-0.10057299274136583,0.29024035638346346
107,-0.29024035638346346,0.6842074798225901,0.05649368646192035,0.29024035638346346,-0.6842074798225901,0.05649368646192035,0.29024035638346346
108,-0.29024035638346346,0.7495570734293341,0.23324121963945177,0.29024035638346346,0.7495570734293341,0.23324121963945177,0.29024035638346346
109,-0.29024035638346346,1.1439307317601979,0.6527070598011419,0.29024035638346346,-1.1439307317601979,-0.6527070598011419,0.29024035638346346
110,-0.29024035638346346,0.5266786454561968,0.530853183549796,0.29024035638346346,-0.5266786454561968,0.530853183549796,0.29024035638346346
111,-0.29024035638346346,0.44169121984155935,1.0581154653448126,0.29024035638346346,-0.44169121984155935,-1.0581154653448126,0.29024035638346346
112,-0.29024035638346346,1.5621163496909043,0.34917257409063185,0.29024035638346346,-1.5621163496909043,-0.34917257409063185,0.29024035638346346
113,-0.29024035638346346,1.5494151006722066,0.7993191241221052,0.29024035638346346,1.5494151006722066,0.7993191241221052,0.29024035638346346
114,-0.29024035638346346,2.650669096479018,1.142412456954125,0.29024035638346346,2.650669096479018,-1.142412456954125,0.29024035638346346
115,-0.29024035638346346,0.0742827987925147,0.15330367130030642,0.29024035638346346,-0.0742827987925147,0.15330367130030642,0.29024035638346346
116,-0.29024035638346346,1.271380140137992,0.22065307682194435,0.29024035638346346,1.271380140137992,-0.22065307682194435,0.29024035638346346
117,-0.29024035638346346,0.0005746859014992278,1.103778240277954,0.29024035638346346,0.0005746859014992278,-1.103778240277954,0.29024035638346346
118,-0.29024035638346346,0.016224638741312636,0.7830931156027143,0.29024035638346346,-0.016224638741312636,-0.7830931156027143,0.29024035638346346
119,-0.29024035638346346,0.0721348591926455,1.4060518625299274,0.29024035638346346,0.0721348591926455,1.4060518625299274,0.29024035638346346
120,-0.29024035638346346,0.3917863167236127,0.9023620627549167,0.29024035638346346,0.3917863167236127,-0.9023620627549167,0.29024035638346346
121,-0.29024035638346346,0.3515834882781833,0.6762616879021707,0.29024035638346346,0.3515834882781833,-0.6762616879021707,0.29024035638346346
122,-0.29024035638346346,0.23177751832907487,0.16469723569466763,0.29024035638346346,0.23177751832907487,0.16469723569466763,0.29024035638346346
123,-0.29024035638346346,0.3328277677454068,0.9824869960105013,0.29024035638346346,0.3328277677454068,0.9824869960105013,0.29024035638346346
124,-0.29024035638346346,1.0489891571683345,0.01553399986908982,0.29024035638346346,1.0489891571683345,0.01553399986908982,0.29024035638346346
125,-0.29024035638346346,2.3969758469950357,0.0475388367831876,0.29024035638346346,2.3969758469950357,0.0475388367831876,0.29024035638346346
126,-0.29024035638346346,1.5911204932113923,1.2548370589627742,0.29024035638346346,1.5911204932113923,-1.2548370589627742,0.29024035638346346
127,-0.29024035638346346,0.43112605685669003,2.77076272714195,0.29024035638346346,0.43112605685669003,2.77076272714195,0.29024035638346346
128,-0.29024035638346346,0.11305526529800275,1.223441915544354,0.29024035638346346,0.11305526529800275,1.223441915544354,0.29024035638346346
129,-0.29024035638346346,0.10453381639658862,1.085067898901805,0.29024035638346346,0.10453381639658862,1.085067898901805,0.29024035638346346
130,-0.29024035638346346,1.336417866271799,0.6018855673119289,0.29024035638346346,1.336417866271799,-0.6018855673119289,0.29024035638346346
131,-0.29024035638346346,1.0151905278922015,1.1018588525695392,0.29024035638346346,1.0151905278922015,-1.1018588525695392,0.29024035638346346
132,-0.29024035638346346,0.46759170674032313,1.8551024388712836,0.29024035638346346,-0.46759170674032313,1.8551024388712836,0.29024035638346346
133,-0.29024035638346346,0.38212307340319274,1.0290504845226565,0.29024035638346346,0.38212307340319274,1.0290504845226565,0.29024035638346346
134,-0.29024035638346346,0.6304483433508399,0.07688726368304064,0.29024035638346346,0.6304483433508399,0.07688726368304064,0.29024035638346346
135,-0.29024035638346346,1.6469991952489214,0.1392475681322091,0.29024035638346346,1.6469991952489214,0.1392475681322091,0.29024035638346346
136,-0.29024035638346346,1.1847523840025964,0.11474930800497457,0.29024035638346346,1.1847523840025964,-0.11474930800497457,0.29024035638346346
137,-0.29024035638346346,0.21360870587913516,0.8259743839225163,0.29024035638346346,0.21360870587913516,0.8259743839225163,0.29024035638346346
138,-0.29024035638346346,0.5299038387315728,1.5588679102751037,0.29024035638346346,0.5299038387315728,-1.5588679102751037,0.29024035638346346
139,-0.29024035638346346,0.062157523399684084,0.7235478046934598,0.29024035638346346,0.062157523399684084,0.7235478046934598,0.29024035638346346
140,-0.29024035638346346,0.06428015805335713,0.48352213373371267,0.29024035638346346,-0.06428015805335713,-0.48352213373371267,0.29024035638346346
141,-0.29024035638346346,0.43241369906025584,0.45749961537502604,0.29024035638346346,0.43241369906025584,-0.45749961537502604,0.29024035638346346
142,-0.29024035638346346,0.6862059327280767,0.7885331478358797,0.29024035638346346,0.6862059327280767,0.7885331478358797,0.29024035638346346
143,-0.29024035638346346,0.538074639910392,1.022908403481137,0.29024035638346346,0.538074639910392,1.022908403481137,0.29024035638346346
144,-0.29024035638346346,0.20853670506427313,0.3590730239211118,0.29024035638346346,0.20853670506427313,0.3590730239211118,0.29024035638346346
145,-0.29024035638346346,0.32769593860554447,0.7233307698481695,0.29024035638346346,-0.32769593860554447,0.7233307698481695,0.29024035638346346
146,-0.29024035638346346,0.6647933461141577,0.27249853800672574,0.29024035638346346,-0.6647933461141577,-0.27249853800672574,0.29024035638346346
147,-0.29024035638346346,0.23700183440790834,0.6829391482200852,0.29024035638346346,-0.23700183440790834,0.6829391482200852,0.29024035638346346
148,-0.29024035638346346,0.16058211953945445,0.6457989153583444,0.29024035638346346,0.16058211953945445,-0.6457989153583444,0.29024035638346346
149,-0.29024035638346346,0.9924230613978824,2.122539462210171,0.29024035638346346,0.9924230613978824,2.122539462210171,0.29024035638346346
150,-0.29024035638346346,1.8632790635104204,0.04677803830020513,0.29024035638346346,1.8632790635104204,0.04677803830020513,0.29024035638346346
151,-0.29024035638346346,0.3082881660317355,0.820294648467863,0.29024035638346346,0.3082881660317355,-0.820294648467863,0.29024035638346346
152,-0.29024035638346346,1.242400810109661,0.6096240210137307,0.29024035638346346,-1.242400810109661,-0.6096240210137307,0.29024035638346346
153,-0.29024035638346346,1.5769624162805265,0.7720837366768681,0.29024035638346346,1.5769624162805265,0.7720837366768681,0.29024035638346346
154,-0.29024035638346346,1.013879828203744,0.38037392431675804,0.29024035638346346,1.013879828203744,0.38037392431675804,0.29024035638346346
155,-0.29024035638346346,1.797558509435945,0.11307914896752358,0.29024035638346346,1.797558509435945,-0.11307914896752358,0.29024035638346346
156,-0.29024035638346346,0.004849702586280924,0.6926728986700111,0.29024035638346346,0.004849702586280924,-0.6926728986700111,0.29024035638346346
157,-0.29024035638346346,0.8139271622326252,0.2458553304873566,0.29024035638346346,0.8139271622326252,0.2458553304873566,0.29024035638346346
158,-0.29024035638346346,0.31831214243723704,0.833936429582097,0.29024035638346346,-0.31831214243723704,0.833936429582097,0.29024035638346346
159,-0.29024035638346346,0.023201074799671817,1.9095009181878546,0.29024035638346346,0.023201074799671817,1.9095009181878546,0.29024035638346346
160,-0.29024035638346346,0.37580985194013306,0.9812728897920299,0.29024035638346346,-0.37580985194013306,0.9812728897920299,0.29024035638346346
161,-0.29024035638346346,0.0878680325052158,1.104123232681577,0.29024035638346346,-0.0878680325052158,-1.104123232681577,0.29024035638346346
162,-0.29024035638346346,0.6763291593724131,0.5951986907567544,0.29024035638346346,0.6763291593724131,0.5951986907567544,0.29024035638346346
163,-0.29024035638346346,0.3106022911076478,1.5914456218938369,0.29024035638346346,0.3106022911076478,1.5914456218938369,0.29024035638346346
164,-0.29024035638346346,0.6056107543703211,0.7784777633128768,0.29024035638346346,-0.6056107543703211,-0.7784777633128768,0.29024035638346346
165,-0.29024035638346346,0.9634591927440055,0.19646869803527905,0.29024035638346346,-0.9634591927440055,0.19646869803527905,0.29024035638346346
166,-0.29024035638346346,0.6520367274434594,1.2451105730639767,0.29024035638346346,-0.6520367274434594,1.2451105730639767,0.29024035638346346
167,-0.29024035638346346,1.0745533517922872,0.5158486506028843,0.29024035638346346,1.0745533517922872,0.5158486506028843,0.29024035638346346
168,-0.29024035638346346,0.9623503167519156,0.0017544184129172358,0.29024035638346346,-0.9623503167519156,0.0017544184129172358,0.29024035638346346
169,-0.29024035638346346,0.15519632638901582,0.0078028361865454254,0.29024035638346346,-0.15519632638901582,-0.0078028361865454254,0.29024035638346346
170,-0.29024035638346346,0.48865277156406167,0.9746134996625081,0.29024035638346346,0.48865277156406167,0.9746134996625081,0.29024035638346346
171,-0.29024035638346346,0.15858475401516908,0.7980230336949012,0.29024035638346346,-0.15858475401516908,0.7980230336949012,0.29024035638346346
172,-0.29024035638346346,0.5932767042416723,0.266915942271415,0.29024035638346346,0.5932767042416723,0.266915942271415,0.29024035638346346
173,-0.29024035638346346,0.7840496761500753,0.4554644966704229,0.29024035638346346,-0.7840496761500753,0.4554644966704229,0.29024035638346346
174,-0.29024035638346346,2.4108943848922264,0.14677755858964814,0.29024035638346346,2.4108943848922264,-0.14677755858964814,0.29024035638346346
175,-0.29024035638346346,0.9510058851586898,1.3993764660977028,0.29024035638346346,-0.9510058851586898,-1.3993764660977028,0.29024035638346346
176,-0.29024035638346346,1.1597889487494446,0.4661950882061847,0.29024035638346346,1.1597889487494446,0.4661950882061847,0.29024035638346346
177,-0.29024035638346346,2.3333903178168725,0.005379595061774822,0.29024035638346346,2.3333903178168725,-0.005379595061774822,0.29024035638346346
178,-0.29024035638346346,0.8675706471865091,1.062913031818556,0.29024035638346346,0.8675706471865091,1.062913031818556,0.29024035638346346
179,-0.29024035638346346,1.3224627791171948,1.870234170565792,0.29024035638346346,1.3224627791171948,1.870234170565792,0.29024035638346346
180,-0.29024035638346346,0.7213698846825237,1.0373355993985451,0.29024035638346346,0.7213698846825237,-1.0373355993985451,0.29024035638346346
181,-0.29024035638346346,0.5774577173311798,0.3199527156189872,0.29024035638346346,-0.5774577173311798,-0.3199527156189872,0.29024035638346346
182,-0.29024035638346346,1.973580899820018,2.0805140754298694,0.29024035638346346,1.973580899820018,-2.0805140754298694,0.29024035638346346
183,-0.29024035638346346,2.185631497201524,1.255892778313132,0.29024035638346346,2.185631497201524,1.255892778313132,0.29024035638346346
184,-0.29024035638346346,0.87632309773093,0.9503714666625015,0.29024035638346346,-0.87632309773093,0.9503714666625015,0.29024035638346346
185,-0.29024035638346346,0.1389338627963257,0.4094353934468583,0.29024035638346346,-0.1389338627963257,-0.4094353934468583,0.29024035638346346
186,-0.29024035638346346,0.34591436715317747,0.17176573873418452,0.29024035638346346,0.34591436715317747,0.17176573873418452,0.29024035638346346
187,-0.29024035638346346,1.7837797253312264,1.817034673618807,0.29024035638346346,1.7837797253312264,1.817034673618807,0.29024035638346346
188,-0.29024035638346346,1.0608556857711176,0.48745587665703405,0.29024035638346346,1.0608556857711176,0.48745587665703405,0.29024035638346346
189,-0.29024035638346346,0.35843121322735744,0.05451097711106076,0.29024035638346346,0.35843121322735744,0.05451097711106076,0.29024035638346346
190,-0.29024035638346346,1.1831226565765582,0.06698762250700274,0.29024035638346346,1.1831226565765582,-0.06698762250700274,0.29024035638346346
191,-0.29024035638346346,1.8894649017910374,0.06801840845005935,0.29024035638346346,1.8894649017910374,0.06801840845005935,0.29024035638346346
192,-0.29024035638346346,0.5161644781447701,0.5678402218025046,0.29024035638346346,0.5161644781447701,0.5678402218025046,0.29024035638346346
193,-0.29024035638346346,0.3066772384792493,0.7767661683516834,0.29024035638346346,0.3066772384792493,0.7767661683516834,0.29024035638346346
194,-0.29024035638346346,0.3135776192170998,0.7620861778200374,0.29024035638346346,0.3135776192170998,0.7620861778200374,0.29024035638346346
195,-0.29024035638346346,0.07636604372113559,0.33417721992660354,0.29024035638346346,0.07636604372113559,0.33417721992660354,0.29024035638346346
196,-0.29024035638346346,1.06371455755425,0.05445107269074462,0.29024035638346346,1.06371455755425,-0.05445107269074462,0.29024035638346346
197,-0.29024035638346346,0.22827779033225726,0.701844283853531,0.29024035638346346,-0.22827779033225726,-0.701844283853531,0.29024035638346346
198,-0.29024035638346346,0.44540762378813936,0.10083498339693314,0.29024035638346346,0.44540762378813936,-0.10083498339693314,0.29024035638346346
199,-0.29024035638346346,0.10723821287585361,1.1221639057368278,0.29024035638346346,0.10723821287585361,-1.1221639057368278,0.29024035638346346
200,-0.29024035638346346,0.42786448507200947,1.6569776026978797,0.29024035638346346,0.42786448507200947,1.6569776026978797,0.29024035638346346
201,-0.29024035638346346,0.37299321210814207,0.40587067187143544,0.29024035638346346,-0.37299321210814207,0.40587067187143544,0.29024035638346346
202,-0.29024035638346346,0.4697209758680362,0.747978871934862,0.29024035638346346,-0.4697209758680362,0.747978871934862,0.29024035638346346
203,-0.29024035638346346,0.5162650390900914,1.8942551947649364,0.29024035638346346,-0.5162650390900914,-1.8942551947649364,0.29024035638346346
204,-0.29024035638346346,0.2422688772688515,0.3112098098858396,0.29024035638346346,-0.2422688772688515,-0.3112098098858396,0.29024035638346346
205,-0.29024035638346346,0.17452728733689615,1.1949573872180532,0.29024035638346346,-0.17452728733689615,-1.1949573872180532,0.29024035638346346
206,-0.29024035638346346,1.208253728516587,0.8980934601922634,0.29024035638346346,1.208253728516587,-0.8980934601922634,0.29024035638346346
207,-0.29024035638346346,0.4814096089294584,0.4583308941051596,0.29024035638346346,0.4814096089294584,-0.4583308941051596,0.29024035638346346
208,-0.29024035638346346,1.0732072400188737,0.018487674481799943,0.29024035638346346,-1.0732072400188737,-0.018487674481799943,0.29024035638346346
209,-0.29024035638346346,0.07106975753950151,0.08209729324699863,0.29024035638346346,0.07106975753950151,0.08209729324699863,0.29024035638346346
