a,b
1.1605000363058293,1.5559234604868908
1.2435302976789842,0.029789809942346215
1.0722721294247946,1.7599465863215125
0.8059893966325957,0.5551467854522864
1.0655455127463278,-0.47354972703838816
1.191890633734399,0.5357326191882053
0.9604283858203474,0.5868736593454161
0.5810150277979338,0.1878151257900408
1.3664925770045373,1.8454921096175227
1.2328630242705219,0.5321595869103912
1.3128984586171641,-0.5947686016520661
1.613303204040501,2.076645523584534
1.0313066381050624,0.0740223812956128
1.5013185269131668,-1.0329645534045926
1.1830951811159516,1.4183189282168183
1.294420261333335,0.6135219731576486
1.2838852178008688,2.7758816305509275
0.5829730278800561,-0.28442153508698875
1.1779861774555487,-0.7663673946098236
1.6053868417081476,1.23402018304206
1.5363362965872067,-0.25030451485225114
1.5562044025671085,0.5528500839256149
1.2385355495255814,1.7089881523725938
1.1328887916443584,0.5471815991040496
0.9299576466573098,-0.360879842895985
0.9632124177563374,0.17846194174367563
1.062002924431883,0.3405266338808006
1.5700437480644955,0.740022447233196
0.7500866332713227,-0.049834731562407905
0.9358061311773245,0.08208406172347638
1.0921571326106962,0.8730330595912639
0.6423060308770389,-0.11516879876529286
1.0995505752619499,0.10107629706564117
1.0477300065956348,0.18796002087610442
0.4878469086742475,0.5048509203893111
1.4834080563480614,-0.38351520621384855
0.7558684172318527,-1.031812262634053
0.9942969885204328,1.4272262662214634
0.7530991038933649,1.2990267875802235
