x1,x2,x3,x4,x5,x6
0.19336540800091928,0.20164717677493768,0.20370365756693737,0.20590356683643116,0.21529476065209419,0.19809324499121025
0.2099332499717551,0.21856541087058168,0.22083308198427748,0.2231656257425594,0.2333573015580324,0.21509106753505092
0.22804824914996039,0.23709727807092307,0.23947855352577005,0.242064598177104,0.25305344692163806,0.23333188451475062
0.24786563298641506,0.2574480377970904,0.2598756033992552,0.2628199267420842,0.2745397512731742,0.253407281522932
0.2695565242232522,0.2796620562815569,0.28226867340152534,0.2854198823220558,0.297987735713294,0.27529017711608084
0.2933093906641127,0.30388052809366084,0.3067448024595919,0.3101355613460734,0.32358507463374764,0.2993177072272391
0.3192583622173201,0.33023595220681773,0.33343831157906034,0.33709235828829553,0.3515367892636098,0.3252436575737082
0.3473498368311059,0.35925083027272237,0.36271934534800954,0.36644148503050006,0.3820664175109651,0.3540073388031706
0.3781401475835754,0.39104607050920115,0.3947475691524389,0.3987507287657621,0.4154171194454353,0.38522803975241887
0.4118996081449062,0.42588198189179494,0.4298395566252463,0.4340922902972264,0.45185266543316316,0.4194083545382284
0.44892351140799097,0.4639117465911171,0.46822415854906596,0.47277080468117577,0.4916582391141896,0.45698545583794725
0.48953343657850024,0.5054627145960093,0.5101652981451061,0.5150316176043812,0.5351409698664206,0.4981747615767835
0.5340782967219028,0.5510874164294245,0.5561652955246039,0.5613901315142449,0.5826300889836549,0.5437134510652644
0.5829350032715409,0.6009658183916488,0.6064864135797073,0.6119692139199875,0.6344765805171837,0.5931953652285618
0.6365085932298896,0.655589937707667,0.6615191516951591,0.6673527178178408,0.6910521718498869,0.6476031078030091
0.695231629468521,0.7154077295128114,0.7216775869997911,0.7277670799614477,0.7527474812187325,0.7072827684874455
0.7595626450593315,0.781016980668175,0.7874560405004978,0.79357482707504,0.8199691107331688,0.7717077606449471
0.8299833600074719,0.8525429129765887,0.8594314837419605,0.8654513691995303,0.8931354458246056,0.842501244396607
0.906994355102491,0.9303087175144714,0.937335734812243,0.9438701317902723,0.9726708983037665,0.9194296643814902
0.9909591019859062,1.0151777748376813,1.0223449077323026,1.0291646657917357,1.0589983142384762,1.0033776345922862
1.082308777367085,1.1073777472668997,1.1148337428130635,1.1222245137344964,1.1525292649615866,1.09462645227362
1.181393380669126,1.2074404966264671,1.2150493181458506,1.223136036800497,1.253651956363921,1.1941095100586265
1.28727868494721,1.315554161770358,1.3236242822201616,1.3320640788748688,1.3627165362394025,1.3017661242309455
1.4017463610001042,1.4331083435929397,1.4410703368147324,1.4499924276186962,1.4800176607984006,1.4180470818168196
1.5251361353590134,1.5588099960432915,1.5671699958076977,1.5763707175647133,1.6057743086566694,1.5431461838658944
1.6577040617825807,1.693733908239133,1.7027766711076116,1.7126314418572997,1.740107011504748,1.676646126738237
1.799596041385103,1.837554986662536,1.8472366403558649,1.8573974096813246,1.885298372737553,1.8200141460925998
