x1,x2,x3,x4,x5,x6
0.1730483492952487,0.1810264544202554,0.18286621967894706,0.18526823023500075,0.19238057681332432,0.17757201679321866
0.1874830611770217,0.19613775994633212,0.1981279163610627,0.20066543921464713,0.20826292883659614,0.19250543927718802
0.203273174102082,0.21269690599857732,0.21478685480656978,0.2174811585872624,0.22558237677033738,0.20870374877931877
0.22055984680545587,0.23076873358877437,0.2330848222097698,0.23583447279737652,0.24447945678262734,0.22647409134446467
0.23949958998975135,0.25055212519917414,0.2530167182193355,0.25596188291151695,0.2651086951534436,0.24611445007578459
0.2602657978548427,0.2721640129600368,0.2748298000020375,0.27793668539098515,0.2876398088232544,0.2674112853378939
0.2830503676274815,0.2958386063385117,0.29878709126764624,0.3020695481330775,0.3122589342367806,0.291006642365982
0.3080653902893506,0.3216735322584414,0.3249164788306289,0.3285511407608463,0.3391698595889072,0.3166111696544363
0.335544886922399,0.3501216823130753,0.35362470486011455,0.3574827174353399,0.3685952265428204,0.34484373483423203
0.3657465538691407,0.3814277653398552,0.38498337061489774,0.389247687922591,0.40112991917681756,0.3755349124582977
0.39895346576624174,0.41571917685207094,0.41952757566522025,0.4240287387874897,0.43690583546440753,0.409217111280625
0.43547566794256387,0.45312814315448624,0.4575358703844642,0.4621583752532711,0.4760931277786663,0.4466096579924112
0.4756515681644098,0.4942764511015092,0.49908537866796804,0.5039051921605098,0.5190136056484251,0.4874626583374732
0.5198490117930131,0.5394018760732666,0.5446355086691796,0.5498705565826463,0.5660127432777755,0.5321884471447581
0.5684658937473596,0.5889220942260565,0.5946688337029069,0.6001097268090816,0.6174591839048935,0.5811068838378489
0.6219301251331777,0.6432518402398923,0.6493143967117766,0.6550271357209325,0.6737434751804686,0.6348470257332458
0.6806987323041161,0.7029571911822152,0.7094151826798356,0.7153056085090214,0.7352758277419057,0.693728745192827
0.7452558223898024,0.7681799395904212,0.7750530372738313,0.7810904221806773,0.8024826597809739,0.7589810229725571
0.8161091038039212,0.8396204630726932,0.8469927531439141,0.8532759278745199,0.8758016641767226,0.8300365541097273
0.8937846060589941,0.9178671574502457,0.9254229703329186,0.9319274352520379,0.9556751155056947,0.9073753893022616
0.9788192051776826,1.0033411370769572,1.0108908447048122,1.0177235022174602,1.0425411270917373,0.9923840570258239
1.0712386267509642,1.0964477951578002,1.1039856473088578,1.111076787340571,1.1368225797964107,1.0851186972761027
1.1700108958435071,1.1973816122359207,1.2050497440176082,1.2126618686539972,1.2391968303842713,1.185028840884427
1.2771857915372666,1.3062772189587764,1.3142487161368117,1.3221013731737286,1.350545119059752,1.2937706168745502
1.393153368976421,1.4247445006592179,1.4324985708883875,1.4408282095695208,1.4704998929130222,1.410732964383642
1.5182316548768875,1.5509282946692449,1.5596177191172904,1.5686302940516055,1.5992652098024038,1.5366931639059103
1.6526413120571815,1.6867259600771056,1.696174144548225,1.7060908693103067,1.7369302120165067,1.6715566498032035
1.7964775280239853,1.832001596602196,1.8421013692086488,1.85191638574133,1.8834418317582053,1.8147663769952085
1.9491473674638682,1.9864547349676198,1.9967156369453745,2.007118198867002,2.0411308741449785,1.9685429509405366
2.11049214081411,2.1494067380556,2.1602407598153217,2.1725402111655865,2.208783964852496,2.131254457590622
2.2785267751858114,2.3200846323716275,2.331879954634751,2.3447940765924824,2.3869893240974847,2.300597326194312
2.451675162845036,2.4987595968869183,2.5103979128491964,2.52549362159194,2.577368359315969,2.4753182878859032
2.6276042482813198,2.6824052286418882,2.695908999692663,2.712645315060524,2.7752763598873806,2.65885340435262
2.807949056481644,2.870345719346137,2.8865673851365203,2.904927784447425,2.979309894497306,2.845229980830387
2.9912203893803118,3.062325488615372,3.0802491734820774,3.100764514135336,3.187735869570739,3.033803637342447
3.175706135960882,3.2548578019009904,3.2745770029140884,3.2989585405829525,3.3984996599288593,3.224550156693048
3.3594990662697226,3.446470233004815,3.4687871356003557,3.49505815357813,3.6092506246520086,3.4142563437370828
3.5405365543638467,3.6349916738309442,3.6606699684827175,3.689659476036838,3.817386273041654,3.6011628369664015
3.7158287209868,3.818976499988419,3.8481327778694485,3.877713168285877,4.020114855903691,3.7821269115065568
3.883851055444802,3.994243830395142,4.02601589516436,4.059515233979133,4.214534402287145,3.9543753267503092
