x1,x2,x3,x4,x5,x6
0.18408694942688902,0.19043667368790695,0.19231494638661095,0.19423456248801185,0.20133758692814024,0.1872374903605712
0.19911426953855077,0.2060379590102419,0.20805917484269507,0.21003539868958815,0.21783363526559024,0.20271596425586774
0.21550396887416223,0.22305912896161956,0.22517323391676425,0.22726114116832724,0.23579819123477497,0.21941592531424448
0.23339266878124104,0.2415068530743483,0.24389938134273978,0.2461333927865491,0.2553721942811462,0.23764731746041629
0.2529314280262526,0.2616703401679002,0.26437641848063254,0.2667116575107259,0.2767104345771928,0.25762419157664074
0.27428716330256786,0.2838469544094201,0.2866526253423324,0.2890656664585166,0.29998274293770066,0.2794531921622505
0.29764415252291615,0.30795153165260886,0.31095188788410755,0.313637969390308,0.3253752119375317,0.30322539151282896
0.32320560604154414,0.33428583082253555,0.3374792684183754,0.34041658849553064,0.35309142434530877,0.32932528240691367
0.3511952829625973,0.36316048905026077,0.366533577663097,0.36965114489297207,0.38335365603874333,0.3580432738867192
0.38185911943175643,0.3946540552325111,0.3983179259261057,0.4017605562976144,0.4164040095127374,0.38932380249842435
0.4154668228161427,0.4291388898948722,0.4330958341503172,0.4367736829098928,0.4525054206238903,0.42368591958228974
0.452313369451562,0.46691820589343797,0.4711953375812949,0.475081138314606,0.4919424650532951,0.4609480496092828
0.4927203236598797,0.5081321079489649,0.5127842722275223,0.517119174716673,0.535021871897906,0.5016570351640987
0.537036871524821,0.5534175110433164,0.5583772525317254,0.5629853431454974,0.582072629730304,0.546273463322905
0.5856404340727673,0.6029782502454504,0.6082598700166975,0.6132044321695184,0.6334455455202183,0.5952263623719248
0.6389366908530931,0.6571789303431566,0.6626830898360756,0.6681445038685682,0.6895120894385796,0.6490827854400913
0.6973588066278307,0.7163008404711928,0.7223218441672645,0.7279986466004509,0.7506623296918318,0.7076468946081101
0.7613656117149028,0.7812045145995086,0.7874131862637296,0.7934192043650505,0.8173017327445626,0.7713759942388457
0.8314384420903904,0.8519129143256794,0.8585091009986368,0.8645242975210957,0.8898465780347888,0.8418191783951654
0.907521411922141,0.9291217121915702,0.9360694558678786,0.9423676634996028,0.9687177161103407,0.9182653916890157
0.9902591429713553,1.013171305818227,1.0205390274582127,1.0275263772633914,1.054332389845913,1.001865308541762
1.0803513957439228,1.1044324341835092,1.1120425552055417,1.119515817396982,1.1470938462737956,1.0924654637179991
1.1782644409679417,1.2033524262948219,1.2113744515412865,1.2195370755467436,1.2473784991743946,1.1908242018602446
1.2840564058309167,1.3109460697495914,1.3189184793615247,1.3274437302729165,1.355520468566365,1.297874670738415
1.397197986763003,1.426761993639729,1.4349925915172315,1.4437809591544166,1.4717934315679122,1.4129632082926082
1.519026689514357,1.5507773113775545,1.559710391715449,1.5688566578463872,1.5963898777761436,1.5364494918508937
1.649732798769924,1.6842692548847187,1.6937351022761187,1.7035700297583687,1.7298871570327203,1.669344336527074
1.7893831276309813,1.826544609009402,1.8364872735027327,1.8467816787028053,1.8771072275451097,1.8106647567208694
1.9378918083891548,1.9787902703531532,1.9881085496919662,1.9987467828205328,2.033510365412994,1.9604293122467693
2.0940194816456907,2.137865391121589,2.14787039999323,2.1599501840806723,2.198747978285106,2.117841349988711
2.256265777070536,2.3046209947827263,2.3154355232226944,2.3292835419592874,2.3722320979908993,2.2821298917573114
2.425658823983196,2.478981267841262,2.491551729141047,2.506084372772225,2.5531073437617304,2.455019959052618
2.601304033748516,2.659176512148873,2.6727842280272593,2.6895476485617635,2.746174899508035,2.635205066648945
2.7820579939914527,2.844086818355932,2.859209074745195,2.8779155079455414,2.945432019928253,2.820312734796918
2.9665236339173644,3.0318029083279296,3.0490251141406826,3.070552973304527,3.1491742734230392,3.005983570106318
3.1517067151578178,3.2216067233184935,3.240647388953631,3.2643086144214486,3.35545263969553,3.192661681031654
3.332302772878553,3.4110954966391547,3.432823870324942,3.457070884387047,3.5620246134758933,3.37779341636024
3.510366579543927,3.5970472160392806,3.621222723606628,3.6481359879087174,3.766392999430665,3.5608437853304027
3.6837822790003236,3.777688317200105,3.806104609790631,3.8334216908151486,3.9658624031924994,3.739513168942019
3.850368347641273,3.9506291465986316,3.981988955498509,4.010737692273878,4.1576118198243,3.91383737309732
4.007936205138046,4.114308371638933,4.148149877233673,4.179952093318384,4.338780015940493,4.077429674838906
4.154351173204826,4.2662572636786535,4.301848462680551,4.336412908089111,4.506558842230669,4.227859877525203
4.2875920948825845,4.403483334686798,4.441546707519885,4.477481932247345,4.6582884463565195,4.366764077996392
4.405806059525269,4.523214135214883,4.56503005234476,4.6029931977542,4.79154780598881,4.485464678773144
4.507355238192193,4.626354235278933,4.6689036520381215,4.709028095514466,4.904234222237812,4.5860494490208135
4.59085374575585,4.711738235179082,4.753638039855289,4.795793198233842,4.994626445587088,4.665446015764193
4.655193566926356,4.7759051663181635,4.817000333004666,4.859810322188895,5.06142784688549,4.730341535945598
4.6995597273539875,4.8176997074820935,4.858483726304398,4.9029959417625175,5.1037882455197225,4.769428938007278
4.723435865672519,4.836738707169958,4.8786138358577915,4.923429396773268,5.1213053037481915,4.788440348646801
4.7266020112599865,4.834516522653779,4.876593825262886,4.920384315046113,5.114008388827835,4.784135657804092
4.70912661049691,4.811302898862847,4.852838300249123,4.895671706513156,5.082329147972515,4.7596959047349765
4.667514703051818,4.767281574015245,4.808267918343978,4.848667985198766,5.027063537038324,4.715791506468106
4.602816746655858,4.703317795221571,4.741828748010502,4.781634442194049,4.949329692216316,4.650292683012274
4.514784360412152,4.617179498759041,4.6540074775698415,4.693445994994555,4.8509060196674225,4.567204188280616
4.409647677450609,4.513128716788566,4.548254519921209,4.589136699331238,4.741931729609075,4.4660036664786125
4.288949732400553,4.39405063161647,4.4286483007542685,4.467995204664236,4.6146148134444935,4.346697624587063
4.1543803275440645,4.258190921644938,4.292361536921565,4.329254283197456,4.47077135300219,4.213294493603406
4.0077425262460515,4.1091712724093,4.142466110343571,4.177902226628165,4.312389199818648,4.067830042102591
3.8509179331444185,3.9497478684522322,3.9819568604963833,4.014803815917922,4.141591454732189,3.9106458071071644
3.6858310010888258,3.780954723274239,3.8112100009200596,3.842606944796115,3.960595607712266,3.743835384665021
3.5144129287793753,3.605266733173064,3.6321945589099496,3.6624090700068015,3.771668863766726,3.569478809166658
3.33856600412059,3.4245288734171875,3.4497279529747393,3.4767176452583435,3.5780203318471093,3.39002891163295
3.1601294520763035,3.240391515330525,3.263628231161051,3.2885524879247194,3.3815637848548956,3.207442449362809
2.980847933443498,3.054932392809788,3.0765561573066305,3.0989785424631915,3.1835905653583896,3.0245228047043864
2.802343805224323,2.8697250545631596,2.8900094339667097,2.911015813015256,2.986134215386776,2.841794686130496
2.6260941032749443,2.686180280829468,2.705463763767442,2.7236222428511656,2.791045119566557,2.6601846952324184
2.4534129647015934,2.506539027401149,2.524733286026115,2.5399961903453443,2.599963263425508,2.483135028164476
2.2854399006469146,2.332233373440727,2.3484630216817926,2.362833979249811,2.4143005324195483,2.3110592815318944
2.1231339944567615,2.163387161492666,2.1778684775905592,2.1912793309055383,2.2352324592304322,2.1439631596290027
1.9672737717569868,2.001691931980576,2.013859361821414,2.026982952514241,2.063698747810151,1.9847962157631585
1.8175328272826186,1.8473331031468134,1.8583362824975787,1.8695848790606246,1.9022805812540315,1.8316067741358844
1.6713725014255292,1.7007372575205801,1.7109725724784552,1.7202322520769242,1.7507930816807247,1.6868893997766339
1.53377854564881,1.5621361977982458,1.5720657431609042,1.579776355400154,1.607889666728919,1.5496839829262665
1.4048410849537636,1.431621118132882,1.440885345414003,1.4481149272929306,1.4752815064013212,1.420563721379742
1.2845206590693568,1.3102130435835353,1.318351688844962,1.32522618904133,1.3514352605229543,1.3002243564153537
1.1726693121172418,1.1967763989165108,1.2043561819223356,1.2107521098249043,1.2358930835483288,1.1876101544267892
1.0690510497258612,1.0917021258224533,1.098675960212466,1.1047943388236177,1.128499344570213,1.0825976465294944
