Min,25-Qle,Median,75-Qle,Max,${\alpha}-Qle$,Estimated
4.8683653488549625,4.8683653488549625,4.8683653488549625,4.8683653488549625,4.8683653488549625,4.8683653488549625,4.8683653488549625
4.852013250967259,4.852013250967259,4.852013250967259,4.852013250967259,4.852013250967259,4.852013250967259,4.85201325096726
4.899336007130581,4.899336007130581,4.899336007130581,4.899336007130581,4.899336007130581,4.899336007130581,4.899336007130581
4.862526456056446,4.862526456056446,4.862526456056446,4.862526456056446,4.862526456056446,4.862526456056446,4.862526456056446
4.8619865484714495,4.8619865484714495,4.8619865484714495,4.8619865484714495,4.8619865484714495,4.8619865484714495,4.86198654847145
4.8752558599602125,4.8752558599602125,4.8752558599602125,4.8752558599602125,4.8752558599602125,4.8752558599602125,4.875255859960212
4.8863834873461,4.8863834873461,4.8863834873461,4.8863834873461,4.8863834873461,4.8863834873461,4.886383487346101
4.863555717017427,4.863555717017427,4.863555717017427,4.863555717017427,4.863555717017427,4.863555717017427,4.8635557170174275
