group;var;value;min;max;weight
1;DOMAIN;Numeri;11;13;1
1;DOMAIN;Spazio e figure;11;13;1
1;DOMAIN;Dati e previsioni;11;13;1
1;DOMAIN;Relazioni e funzioni;11;13;1
1;DIMENSION;Conoscere;26;29;1
1;DIMENSION;Argomentare;5;8;1
1;DIMENSION;Risolvere problemi;10;13;1
